LDCS,LDCS_name,JACS,JACS specific title,CAH1 code,CAH1 name,CAH2 code,CAH2 name,CAH3 code,CAH3 name
,,Q551,Q551,CAH19,Language and area studies,CAH19-02,Celtic studies,CAH19-02-04,Others in Celtic studies
,,Q561,Q561,CAH19,Language and area studies,CAH19-02,Celtic studies,CAH19-02-03,Welsh studies
,,Q571,Q571,CAH19,Language and area studies,CAH19-02,Celtic studies,CAH19-02-04,Others in Celtic studies
,,Q581,Q581,CAH19,Language and area studies,CAH19-02,Celtic studies,CAH19-02-04,Others in Celtic studies
,,Q590,Q590,CAH19,Language and area studies,CAH19-02,Celtic studies,CAH19-02-04,Others in Celtic studies
,,Q600,Q600,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-09,Classics
,,Q611,Q611,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-09,Classics
,,Q612,Q612,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-09,Classics
,,Q620,Q620,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-09,Classics
,,Q630,Q630,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-09,Classics
,,Q690,Q690,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-09,Classics
,,Q700,Q700,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-09,Classics
,,Q712,Q712,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-09,Classics
,,Q720,Q720,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-09,Classics
,,Q730,Q730,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-09,Classics
,,Q790,Q790,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-09,Classics
,,Q810,Q810,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-09,Classics
,,Q890,Q890,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-09,Classics
,,Q900,Q900,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-11,Others in language and area studies
,,Q920,Q920,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-11,Others in language and area studies
,,R120,R120,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-01,French studies
,,R130,R130,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-01,French studies
,,R190,R190,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-01,French studies
,,R220,R220,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-02,German and Scandinavian studies
,,R230,R230,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-02,German and Scandinavian studies
,,R290,R290,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-02,German and Scandinavian studies
,,R320,R320,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-03,Italian studies
,,R330,R330,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-03,Italian studies
,,R390,R390,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-03,Italian studies
,,R420,R420,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-04,Iberian studies
,,R430,R430,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-04,Iberian studies
,,R490,R490,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-04,Iberian studies
,,R500,R500,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-04,Iberian studies
,,R520,R520,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-04,Iberian studies
,,R530,R530,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-04,Iberian studies
,,R590,R590,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-04,Iberian studies
,,R610,R610,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-02,German and Scandinavian studies
,,R620,R620,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-02,German and Scandinavian studies
,,R621,R621,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-02,German and Scandinavian studies
,,R622,R622,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-02,German and Scandinavian studies
,,R623,R623,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-11,Others in language and area studies
,,R624,R624,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-02,German and Scandinavian studies
,,R630,R630,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-02,German and Scandinavian studies
,,R631,R631,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-02,German and Scandinavian studies
,,R632,R632,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-02,German and Scandinavian studies
,,R633,R633,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-11,Others in language and area studies
,,R634,R634,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-02,German and Scandinavian studies
,,R690,R690,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-02,German and Scandinavian studies
,,R702,R702,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-05,Slavic studies
,,R703,R703,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-05,Slavic studies
,,R704,R704,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-05,Slavic studies
,,R705,R705,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-05,Slavic studies
,,R706,R706,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-11,Others in language and area studies
,,R707,R707,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-05,Slavic studies
,,R708,R708,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-05,Slavic studies
,,R709,R709,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-05,Slavic studies
,,R710,R710,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-05,Slavic studies
,,R720,R720,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-05,Slavic studies
,,R721,R721,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-05,Slavic studies
,,R722,R722,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-05,Slavic studies
,,R723,R723,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-05,Slavic studies
,,R731,R731,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-05,Slavic studies
,,R732,R732,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-05,Slavic studies
,,R733,R733,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-05,Slavic studies
,,R790,R790,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-05,Slavic studies
,,R800,R800,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-11,Others in language and area studies
,,R912,R912,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-02,German and Scandinavian studies
,,R920,R920,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-11,Others in language and area studies
,,R930,R930,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-11,Others in language and area studies
,,T000,T000,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-06,Asian studies
,,T120,T120,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-06,Asian studies
,,T130,T130,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-06,Asian studies
,,T190,T190,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-06,Asian studies
,,T220,T220,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-06,Asian studies
,,T230,T230,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-06,Asian studies
,,T290,T290,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-06,Asian studies
,,T312,T312,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-06,Asian studies
,,T313,T313,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-06,Asian studies
,,T320,T320,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-06,Asian studies
,,T321,T321,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-06,Asian studies
,,T322,T322,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-06,Asian studies
,,T323,T323,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-06,Asian studies
,,T324,T324,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-06,Asian studies
,,T325,T325,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-06,Asian studies
,,T330,T330,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-06,Asian studies
,,T331,T331,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-06,Asian studies
,,T332,T332,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-06,Asian studies
,,T333,T333,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-06,Asian studies
,,T334,T334,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-06,Asian studies
,,T335,T335,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-06,Asian studies
,,T421,T421,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-06,Asian studies
,,T422,T422,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-06,Asian studies
,,T430,T430,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-06,Asian studies
,,T431,T431,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-06,Asian studies
,,T432,T432,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-06,Asian studies
,,T490,T490,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-06,Asian studies
,,T512,T512,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-07,African and modern Middle Eastern studies
,,T513,T513,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-07,African and modern Middle Eastern studies
,,T521,T521,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-07,African and modern Middle Eastern studies
,,T522,T522,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-07,African and modern Middle Eastern studies
,,T523,T523,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-07,African and modern Middle Eastern studies
,,T524,T524,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-07,African and modern Middle Eastern studies
,,T525,T525,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-07,African and modern Middle Eastern studies
,,T530,T530,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-07,African and modern Middle Eastern studies
,,T531,T531,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-07,African and modern Middle Eastern studies
,,T532,T532,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-07,African and modern Middle Eastern studies
,,T533,T533,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-07,African and modern Middle Eastern studies
,,T534,T534,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-07,African and modern Middle Eastern studies
,,T535,T535,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-07,African and modern Middle Eastern studies
,,T590,T590,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-07,African and modern Middle Eastern studies
,,T612,T612,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-07,African and modern Middle Eastern studies
,,T614,T614,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-07,African and modern Middle Eastern studies
,,T621,T621,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-07,African and modern Middle Eastern studies
,,T623,T623,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-07,African and modern Middle Eastern studies
,,T624,T624,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-07,African and modern Middle Eastern studies
,,T625,T625,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-07,African and modern Middle Eastern studies
,,T626,T626,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-07,African and modern Middle Eastern studies
,,T630,T630,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-07,African and modern Middle Eastern studies
,,T631,T631,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-07,African and modern Middle Eastern studies
,,T633,T633,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-07,African and modern Middle Eastern studies
,,T634,T634,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-07,African and modern Middle Eastern studies
,,T635,T635,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-07,African and modern Middle Eastern studies
,,T636,T636,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-07,African and modern Middle Eastern studies
,,T690,T690,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-08,American and Australasian studies
,,T711,T711,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-08,American and Australasian studies
,,T712,T712,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-08,American and Australasian studies
,,T713,T713,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-08,American and Australasian studies
,,T714,T714,CAH19,Language and area studies,CAH19-03,"Languages, linguistics and classics",CAH19-03-08,American and Australasian studies
